state_or_region,sector,year,renewable_generation,units,source_key
Washington,industrial,2012,1179.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2013,1253.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2014,1285.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2015,1386.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2016,1381.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2017,1292.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2018,1245.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2019,1126.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2020,1023.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2021,1084.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2022,918.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2023,860.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2024,716.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
Washington,industrial,2025,711.0,thousand megawatthours,ELEC.GEN.AOR-WA-97.A
West Virginia,industrial,2002,1.0,thousand megawatthours,ELEC.GEN.AOR-WV-97.A
West Virginia,industrial,2003,0.0,thousand megawatthours,ELEC.GEN.AOR-WV-97.A
West Virginia,industrial,2006,0.0,thousand megawatthours,ELEC.GEN.AOR-WV-97.A
Wisconsin,commercial,2001,20.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2002,15.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2003,14.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2004,29.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2005,30.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2006,8.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2007,11.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2008,39.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2009,42.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2010,43.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2011,15.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2012,16.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2013,22.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2014,41.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2015,36.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2016,35.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2017,57.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2018,69.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2019,74.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2020,72.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2021,76.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2022,80.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2023,70.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2024,58.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,commercial,2025,66.0,thousand megawatthours,ELEC.GEN.AOR-WI-96.A
Wisconsin,industrial,2001,686.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2002,619.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2003,732.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2004,550.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2005,617.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2006,619.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2007,610.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2008,585.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2009,577.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2010,635.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2011,624.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2012,641.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2013,608.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2014,606.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2015,584.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2016,606.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2017,569.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2018,583.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2019,526.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2020,409.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2021,307.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2022,306.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2023,283.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2024,283.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wisconsin,industrial,2025,272.0,thousand megawatthours,ELEC.GEN.AOR-WI-97.A
Wyoming,industrial,2020,513.0,thousand megawatthours,ELEC.GEN.AOR-WY-97.A
