state_or_region,sector,year,total_generation,units,source_key
Connecticut,industrial,2018,644.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2019,661.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2020,614.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2021,645.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2022,620.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2023,655.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2024,656.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Connecticut,industrial,2025,562.0,thousand megawatthours,ELEC.GEN.ALL-CT-97.A
Delaware,commercial,2011,5.0,thousand megawatthours,ELEC.GEN.ALL-DE-96.A
Delaware,commercial,2012,4.0,thousand megawatthours,ELEC.GEN.ALL-DE-96.A
Delaware,commercial,2013,4.0,thousand megawatthours,ELEC.GEN.ALL-DE-96.A
Delaware,commercial,2014,7.0,thousand megawatthours,ELEC.GEN.ALL-DE-96.A
Delaware,commercial,2015,6.0,thousand megawatthours,ELEC.GEN.ALL-DE-96.A
Delaware,commercial,2016,7.0,thousand megawatthours,ELEC.GEN.ALL-DE-96.A
Delaware,commercial,2017,6.0,thousand megawatthours,ELEC.GEN.ALL-DE-96.A
Delaware,commercial,2018,6.0,thousand megawatthours,ELEC.GEN.ALL-DE-96.A
Delaware,commercial,2019,6.0,thousand megawatthours,ELEC.GEN.ALL-DE-96.A
Delaware,commercial,2020,6.0,thousand megawatthours,ELEC.GEN.ALL-DE-96.A
Delaware,commercial,2021,6.0,thousand megawatthours,ELEC.GEN.ALL-DE-96.A
Delaware,commercial,2022,7.0,thousand megawatthours,ELEC.GEN.ALL-DE-96.A
Delaware,commercial,2023,7.0,thousand megawatthours,ELEC.GEN.ALL-DE-96.A
Delaware,commercial,2024,5.0,thousand megawatthours,ELEC.GEN.ALL-DE-96.A
Delaware,commercial,2025,8.0,thousand megawatthours,ELEC.GEN.ALL-DE-96.A
Delaware,industrial,2001,507.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2002,560.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2003,599.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2004,838.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2005,903.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2006,1039.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2007,1071.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2008,699.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2009,459.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2010,0.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2011,397.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2012,771.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2013,959.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2014,882.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2015,1221.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2016,1289.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2017,1161.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2018,1073.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2019,1332.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2020,1162.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2021,911.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2022,1087.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2023,1262.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2024,1161.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
Delaware,industrial,2025,1156.0,thousand megawatthours,ELEC.GEN.ALL-DE-97.A
District Of Columbia,commercial,2012,62.0,thousand megawatthours,ELEC.GEN.ALL-DC-96.A
District Of Columbia,commercial,2013,66.0,thousand megawatthours,ELEC.GEN.ALL-DC-96.A
District Of Columbia,commercial,2014,68.0,thousand megawatthours,ELEC.GEN.ALL-DC-96.A
District Of Columbia,commercial,2015,23.0,thousand megawatthours,ELEC.GEN.ALL-DC-96.A
District Of Columbia,commercial,2016,24.0,thousand megawatthours,ELEC.GEN.ALL-DC-96.A
District Of Columbia,commercial,2017,67.0,thousand megawatthours,ELEC.GEN.ALL-DC-96.A
District Of Columbia,commercial,2018,79.0,thousand megawatthours,ELEC.GEN.ALL-DC-96.A
District Of Columbia,commercial,2019,165.0,thousand megawatthours,ELEC.GEN.ALL-DC-96.A
District Of Columbia,commercial,2020,188.0,thousand megawatthours,ELEC.GEN.ALL-DC-96.A
District Of Columbia,commercial,2021,193.0,thousand megawatthours,ELEC.GEN.ALL-DC-96.A
District Of Columbia,commercial,2022,138.0,thousand megawatthours,ELEC.GEN.ALL-DC-96.A
District Of Columbia,commercial,2023,147.0,thousand megawatthours,ELEC.GEN.ALL-DC-96.A
District Of Columbia,commercial,2024,156.0,thousand megawatthours,ELEC.GEN.ALL-DC-96.A
District Of Columbia,commercial,2025,139.0,thousand megawatthours,ELEC.GEN.ALL-DC-96.A
Florida,commercial,2001,107.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2002,111.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2003,73.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2004,96.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2005,97.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2006,91.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2007,82.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2008,70.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2009,64.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2010,69.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2011,67.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2012,65.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2013,64.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2014,67.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2015,79.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2016,84.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2017,72.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2018,80.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2019,70.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2020,96.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2021,437.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2022,1105.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2023,1097.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2024,994.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,commercial,2025,1023.0,thousand megawatthours,ELEC.GEN.ALL-FL-96.A
Florida,industrial,2001,5240.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2002,4407.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2003,5891.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2004,5524.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2005,5359.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2006,4834.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2007,4881.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2008,4575.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2009,4848.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2010,5464.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2011,5689.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2012,5414.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2013,5507.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2014,5135.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2015,5356.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2016,5358.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2017,5188.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2018,5079.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2019,5107.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2020,4779.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2021,4730.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2022,4143.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2023,3644.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2024,3499.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Florida,industrial,2025,3538.0,thousand megawatthours,ELEC.GEN.ALL-FL-97.A
Georgia,commercial,2001,3.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2002,3.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2003,3.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2004,3.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2005,10.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2006,4.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2007,4.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2008,2.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2009,24.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2010,23.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2011,25.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2012,31.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2013,28.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2014,30.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2015,14.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2016,8.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2017,6.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2018,7.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2019,7.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2020,4.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2021,3.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2022,6.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2023,2.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2024,3.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,commercial,2025,5.0,thousand megawatthours,ELEC.GEN.ALL-GA-96.A
Georgia,industrial,2001,5516.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2002,9372.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2003,5081.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2004,4997.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2005,5159.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2006,5297.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2007,5202.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2008,4596.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2009,4494.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2010,4835.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2011,4736.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2012,4769.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2013,4723.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2014,4665.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2015,5116.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2016,4754.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2017,5063.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2018,5238.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2019,5184.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2020,5251.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2021,5136.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2022,5198.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2023,4327.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2024,4856.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Georgia,industrial,2025,4216.0,thousand megawatthours,ELEC.GEN.ALL-GA-97.A
Hawaii,commercial,2004,325.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2005,293.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2006,339.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2007,304.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2008,330.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2009,323.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2010,313.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2011,318.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2012,301.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2013,360.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2014,383.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2015,375.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2016,405.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2017,373.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2018,398.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2019,413.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2020,367.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2021,364.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2022,374.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2023,334.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2024,345.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,commercial,2025,323.0,thousand megawatthours,ELEC.GEN.ALL-HI-96.A
Hawaii,industrial,2001,504.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2002,461.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2003,292.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2004,267.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2005,266.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2006,264.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2007,268.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2008,255.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2009,253.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2010,400.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2011,393.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2012,426.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2013,386.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2014,451.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2015,427.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2016,355.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2017,292.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2018,281.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2019,272.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2020,255.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2021,228.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2022,217.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2023,228.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2024,228.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Hawaii,industrial,2025,226.0,thousand megawatthours,ELEC.GEN.ALL-HI-97.A
Idaho,commercial,2014,5.0,thousand megawatthours,ELEC.GEN.ALL-ID-96.A
Idaho,commercial,2015,23.0,thousand megawatthours,ELEC.GEN.ALL-ID-96.A
Idaho,commercial,2016,51.0,thousand megawatthours,ELEC.GEN.ALL-ID-96.A
Idaho,commercial,2017,52.0,thousand megawatthours,ELEC.GEN.ALL-ID-96.A
Idaho,commercial,2018,50.0,thousand megawatthours,ELEC.GEN.ALL-ID-96.A
Idaho,commercial,2019,65.0,thousand megawatthours,ELEC.GEN.ALL-ID-96.A
Idaho,commercial,2020,69.0,thousand megawatthours,ELEC.GEN.ALL-ID-96.A
Idaho,commercial,2021,69.0,thousand megawatthours,ELEC.GEN.ALL-ID-96.A
Idaho,commercial,2022,69.0,thousand megawatthours,ELEC.GEN.ALL-ID-96.A
Idaho,commercial,2023,70.0,thousand megawatthours,ELEC.GEN.ALL-ID-96.A
Idaho,commercial,2024,77.0,thousand megawatthours,ELEC.GEN.ALL-ID-96.A
Idaho,commercial,2025,74.0,thousand megawatthours,ELEC.GEN.ALL-ID-96.A
Idaho,industrial,2001,783.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2002,697.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2003,658.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2004,675.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2005,658.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2006,635.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2007,596.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2008,581.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2009,607.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2010,606.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2011,623.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2012,592.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2013,609.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2014,554.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2015,592.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2016,599.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2017,530.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2018,523.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2019,580.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2020,584.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2021,550.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2022,521.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2023,544.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2024,529.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Idaho,industrial,2025,603.0,thousand megawatthours,ELEC.GEN.ALL-ID-97.A
Illinois,commercial,2001,248.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2002,390.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2003,301.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2004,579.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2005,506.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2006,498.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2007,536.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2008,523.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2009,440.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2010,432.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2011,447.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2012,492.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2013,644.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2014,538.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2015,489.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2016,354.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2017,433.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2018,405.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2019,363.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2020,431.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2021,501.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2022,447.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2023,435.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2024,401.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,commercial,2025,451.0,thousand megawatthours,ELEC.GEN.ALL-IL-96.A
Illinois,industrial,2001,2713.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2002,2882.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2003,2968.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2004,2819.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2005,2969.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2006,2830.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2007,2894.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2008,2508.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2009,2351.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2010,2738.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2011,2863.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2012,2628.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2013,2660.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2014,2789.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2015,2662.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2016,2675.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2017,2739.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2018,2807.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2019,2580.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2020,2748.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2021,2554.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2022,2490.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2023,2244.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2024,1963.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Illinois,industrial,2025,2142.0,thousand megawatthours,ELEC.GEN.ALL-IL-97.A
Indiana,commercial,2001,225.0,thousand megawatthours,ELEC.GEN.ALL-IN-96.A
Indiana,commercial,2002,242.0,thousand megawatthours,ELEC.GEN.ALL-IN-96.A
Indiana,commercial,2003,229.0,thousand megawatthours,ELEC.GEN.ALL-IN-96.A
Indiana,commercial,2004,256.0,thousand megawatthours,ELEC.GEN.ALL-IN-96.A
Indiana,commercial,2005,250.0,thousand megawatthours,ELEC.GEN.ALL-IN-96.A
Indiana,commercial,2006,226.0,thousand megawatthours,ELEC.GEN.ALL-IN-96.A
Indiana,commercial,2007,214.0,thousand megawatthours,ELEC.GEN.ALL-IN-96.A
Indiana,commercial,2008,218.0,thousand megawatthours,ELEC.GEN.ALL-IN-96.A
Indiana,commercial,2009,193.0,thousand megawatthours,ELEC.GEN.ALL-IN-96.A
Indiana,commercial,2010,235.0,thousand megawatthours,ELEC.GEN.ALL-IN-96.A
Indiana,commercial,2011,224.0,thousand megawatthours,ELEC.GEN.ALL-IN-96.A
