state_or_region,sector,year,total_generation,units,source_key
Utah,industrial,2023,203.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2024,349.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Utah,industrial,2025,373.0,thousand megawatthours,ELEC.GEN.ALL-UT-97.A
Vermont,commercial,2011,4.0,thousand megawatthours,ELEC.GEN.ALL-VT-96.A
Vermont,commercial,2012,3.0,thousand megawatthours,ELEC.GEN.ALL-VT-96.A
Vermont,commercial,2013,3.0,thousand megawatthours,ELEC.GEN.ALL-VT-96.A
Vermont,commercial,2014,4.0,thousand megawatthours,ELEC.GEN.ALL-VT-96.A
Vermont,commercial,2015,3.0,thousand megawatthours,ELEC.GEN.ALL-VT-96.A
Vermont,commercial,2016,3.0,thousand megawatthours,ELEC.GEN.ALL-VT-96.A
Vermont,commercial,2017,3.0,thousand megawatthours,ELEC.GEN.ALL-VT-96.A
Vermont,commercial,2018,3.0,thousand megawatthours,ELEC.GEN.ALL-VT-96.A
Vermont,commercial,2019,3.0,thousand megawatthours,ELEC.GEN.ALL-VT-96.A
Vermont,commercial,2020,3.0,thousand megawatthours,ELEC.GEN.ALL-VT-96.A
Vermont,commercial,2021,3.0,thousand megawatthours,ELEC.GEN.ALL-VT-96.A
Vermont,commercial,2022,3.0,thousand megawatthours,ELEC.GEN.ALL-VT-96.A
Vermont,commercial,2023,2.0,thousand megawatthours,ELEC.GEN.ALL-VT-96.A
Vermont,commercial,2024,2.0,thousand megawatthours,ELEC.GEN.ALL-VT-96.A
Vermont,commercial,2025,2.0,thousand megawatthours,ELEC.GEN.ALL-VT-96.A
Vermont,industrial,2001,35.0,thousand megawatthours,ELEC.GEN.ALL-VT-97.A
Vermont,industrial,2002,20.0,thousand megawatthours,ELEC.GEN.ALL-VT-97.A
Vermont,industrial,2003,6.0,thousand megawatthours,ELEC.GEN.ALL-VT-97.A
Vermont,industrial,2004,27.0,thousand megawatthours,ELEC.GEN.ALL-VT-97.A
Vermont,industrial,2005,30.0,thousand megawatthours,ELEC.GEN.ALL-VT-97.A
Vermont,industrial,2006,25.0,thousand megawatthours,ELEC.GEN.ALL-VT-97.A
Vermont,industrial,2007,2.0,thousand megawatthours,ELEC.GEN.ALL-VT-97.A
Vermont,industrial,2008,21.0,thousand megawatthours,ELEC.GEN.ALL-VT-97.A
Vermont,industrial,2009,25.0,thousand megawatthours,ELEC.GEN.ALL-VT-97.A
Vermont,industrial,2010,25.0,thousand megawatthours,ELEC.GEN.ALL-VT-97.A
Vermont,industrial,2011,24.0,thousand megawatthours,ELEC.GEN.ALL-VT-97.A
Vermont,industrial,2012,23.0,thousand megawatthours,ELEC.GEN.ALL-VT-97.A
Virginia,commercial,2001,515.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2002,456.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2003,332.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2004,361.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2005,389.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2006,347.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2007,398.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2008,386.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2009,334.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2010,362.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2011,387.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2012,253.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2013,451.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2014,476.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2015,463.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2016,449.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2017,439.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2018,382.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2019,368.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2020,364.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2021,328.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2022,1017.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2023,910.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2024,828.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,commercial,2025,880.0,thousand megawatthours,ELEC.GEN.ALL-VA-96.A
Virginia,industrial,2001,2164.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2002,2767.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2003,2745.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2004,2664.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2005,2568.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2006,2502.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2007,2469.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2008,2522.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2009,2288.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2010,1855.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2011,1805.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2012,1989.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2013,2053.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2014,2206.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2015,2459.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2016,2456.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2017,2407.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2018,2484.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2019,2404.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2020,2343.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2021,2316.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2022,2130.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2023,2047.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2024,2210.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Virginia,industrial,2025,2199.0,thousand megawatthours,ELEC.GEN.ALL-VA-97.A
Washington,commercial,2001,138.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2002,33.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2003,77.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2004,95.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2005,73.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2006,78.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2007,52.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2008,63.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2009,59.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2010,68.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2011,7.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2012,7.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2013,26.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2014,30.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2015,35.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2016,36.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2017,27.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2018,32.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2019,22.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2020,24.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2021,24.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2022,20.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2023,9.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2024,17.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,commercial,2025,13.0,thousand megawatthours,ELEC.GEN.ALL-WA-96.A
Washington,industrial,2001,1347.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2002,1078.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2003,920.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2004,932.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2005,937.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2006,786.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2007,661.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2008,836.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2009,1062.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2010,1277.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2011,1349.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2012,1366.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2013,1433.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2014,1454.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2015,1537.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2016,1511.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2017,1428.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2018,1363.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2019,2199.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2020,2077.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2021,2188.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2022,2001.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2023,1944.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2024,1835.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
Washington,industrial,2025,1760.0,thousand megawatthours,ELEC.GEN.ALL-WA-97.A
West Virginia,industrial,2001,1464.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2002,1639.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2003,1780.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2004,1703.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2005,1361.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2006,1223.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2007,1110.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2008,907.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2009,960.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2010,924.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2011,1036.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2012,1007.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2013,1136.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2014,1133.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2015,1121.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2016,877.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2017,1077.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2018,1065.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2019,1246.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2020,1285.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2021,1269.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2022,1040.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2023,1114.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2024,1161.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
West Virginia,industrial,2025,1039.0,thousand megawatthours,ELEC.GEN.ALL-WV-97.A
Wisconsin,commercial,2001,148.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2002,147.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2003,132.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2004,163.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2005,164.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2006,110.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2007,126.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2008,171.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2009,184.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2010,142.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2011,115.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2012,72.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2013,130.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2014,176.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2015,106.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2016,157.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2017,124.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2018,145.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2019,137.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2020,140.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2021,148.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2022,139.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2023,130.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2024,108.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,commercial,2025,135.0,thousand megawatthours,ELEC.GEN.ALL-WI-96.A
Wisconsin,industrial,2001,2313.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2002,2413.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2003,2611.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2004,2384.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2005,2487.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2006,2457.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2007,2509.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2008,2329.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2009,2061.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2010,2096.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2011,2050.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2012,2004.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2013,1940.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2014,1959.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2015,1801.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2016,1608.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2017,1641.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2018,1796.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2019,1752.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2020,1653.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2021,1544.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2022,1400.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2023,1392.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2024,1321.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wisconsin,industrial,2025,1198.0,thousand megawatthours,ELEC.GEN.ALL-WI-97.A
Wyoming,industrial,2001,664.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2002,676.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2003,313.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2004,398.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2005,833.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2006,1012.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2007,1024.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2008,964.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2009,929.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2010,973.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2011,1215.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2012,1232.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2013,1274.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2014,1361.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2015,1486.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2016,1434.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2017,1420.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2018,1525.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2019,1338.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2020,2007.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2021,1441.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2022,1458.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2023,1505.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2024,1457.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
Wyoming,industrial,2025,1462.0,thousand megawatthours,ELEC.GEN.ALL-WY-97.A
